       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.850146     0.837863       0.933978       0.965454          0.282215      1.589532e-01               0.0               0.0           0.032255       2.345289e-02
L2N64     0.845386     0.836481       0.960540       0.981575          0.547582      2.112359e-01               0.0               0.0           0.026118       1.564054e-02
L3N64     0.849839     0.833717       0.966682       0.933825          0.562563      2.060864e-01               0.0               0.0           0.021543       2.982413e-02
L4N64     0.844772     0.836020       0.962997       0.955320          0.641273      1.504357e-01               0.0               0.0           0.032702       2.133174e-02
L5N64     0.844772     0.837095       0.964225       0.939966          0.771912      1.926749e-01               0.0               0.0           0.029235       2.856280e-02
L1N32     0.852295     0.836174       0.933825       0.953938          0.288557      1.418711e-01               0.0               0.0           0.030442       2.521143e-02
L2N32     0.849225     0.832796       0.964379       0.961462          0.428274      1.673911e-01               0.0               0.0           0.028574       2.033789e-02
L3N32     0.844772     0.835099       0.962229       0.949946          0.456400      1.708034e-01               0.0               0.0           0.028100       2.397185e-02
L4N32     0.842622     0.827729       0.939352       0.958084          0.594865      1.628080e-01               0.0               0.0           0.034780       1.896814e-02
L5N32     0.846768     0.836942       0.939813       0.904192          0.699638      2.369240e-01               0.0               0.0           0.038870       4.992047e-02
L1N16     0.850146     0.837402       0.911869       0.943037          0.219721      1.669496e-01               0.0               0.0           0.038576       2.781564e-02
L2N16     0.843697     0.839398       0.930447       0.967910          0.364665      1.969815e-01               0.0               0.0           0.036531       1.676869e-02
L3N16     0.845233     0.829111       0.944879       0.932750          0.322814      1.655456e-01               0.0               0.0           0.031240       2.862016e-02
L4N16     0.849378     0.831875       0.965300       0.975741          0.554878      1.198411e-01               0.0               0.0           0.021985       1.717211e-02
L5N16     0.848303     0.830339       0.954706       0.980040          0.497894      2.252188e-01               0.0               0.0           0.027502       1.923133e-02
L1N8      0.849071     0.821741       0.915400       0.963304          0.220209      1.646712e-01               0.0               0.0           0.037790       1.720245e-02
L2N8      0.845233     0.834024       0.924459       0.991402          0.283436      1.175535e-01               0.0               0.0           0.033586       1.188033e-02
L3N8      0.849839     0.833410       0.911715       0.957316          0.346132      2.768740e-01               0.0               0.0           0.038094       2.219439e-02
L4N8      0.843697     0.759251       0.978812       1.000000          0.213878      0.000000e+00               0.0               0.0           0.014847       0.000000e+00
L5N8      0.851835     0.759251       0.959619       1.000000          0.309488      7.154942e-04               0.0               0.0           0.023322       4.491576e-05
L1N4      0.845693     0.829265       0.915246       0.987870          0.179504      1.904852e-01               0.0               0.0           0.039062       1.575531e-02
L2N4      0.846614     0.832028       0.907416       0.990788          0.256230      1.217577e-01               0.0               0.0           0.036288       7.863790e-03
L3N4      0.851988     0.759251       0.943805       1.000000          0.309619      2.345697e-01               0.0               0.0           0.029331       2.804326e-02
L4N4      0.759251     0.759251       1.000000       1.000000          0.000000      7.748604e-07               0.0               0.0           0.000000       1.116500e-09
L5N4      0.849378     0.825887       0.910640       0.942576          0.233074      1.491670e-01               0.0               0.0           0.036128       1.008002e-02
L1N2      0.844465     0.825119       0.909412       0.952249          0.193343      1.791184e-01               0.0               0.0           0.036840       1.690400e-02
L2N2      0.840934     0.759251       0.927837       1.000000          0.148003      0.000000e+00               0.0               0.0           0.028657       0.000000e+00
L3N2      0.843697     0.759251       0.947950       1.000000          0.253852      0.000000e+00               0.0               0.0           0.027991       0.000000e+00
L4N2      0.759251     0.759251       1.000000       1.000000          0.000000      0.000000e+00               0.0               0.0           0.000000       0.000000e+00
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000      0.000000e+00               0.0               0.0           0.000000       0.000000e+00
