       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.852910     0.834178       0.005067       0.263627          0.998929          0.874822      3.583638e-03          0.041502           0.845802           0.531850
L2N64     0.850760     0.837095       0.004146       0.107477          0.999460          0.942179      6.002977e-03          0.042292           0.854373           0.666193
L3N64     0.849378     0.833871       0.005374       0.144327          0.999882          0.897361      8.078912e-05          0.050341           0.858011           0.608040
L4N64     0.847843     0.834945       0.004606       0.136496          0.999997          0.910090      1.123409e-07          0.024624           0.857661           0.637351
L5N64     0.845079     0.833410       0.004760       0.146937          0.999983          0.892438      4.302304e-06          0.048320           0.843433           0.620208
L1N32     0.852910     0.828190       0.004606       0.365269          0.996395          0.844435      2.125825e-02          0.044152           0.839292           0.461643
L2N32     0.850760     0.838016       0.005834       0.082450          0.996940          0.965630      1.111617e-02          0.061822           0.850719           0.701442
L3N32     0.850914     0.832335       0.004913       0.219407          0.999154          0.872613      1.136297e-03          0.047900           0.850054           0.552508
L4N32     0.849685     0.828190       0.006142       0.164287          0.998257          0.857301      1.583837e-03          0.046665           0.843501           0.605411
L5N32     0.851681     0.826654       0.006295       0.260402          0.998222          0.772890      2.551517e-03          0.003994           0.849828           0.466609
L1N16     0.851374     0.832028       0.000307       0.341010          0.996065          0.904140      2.229164e-01          0.007999           0.837347           0.484880
L2N16     0.852449     0.835713       0.005988       0.220175          0.992807          0.893636      3.010123e-02          0.045570           0.837070           0.576620
L3N16     0.850146     0.835560       0.005527       0.061876          0.993388          0.905151      2.512201e-02          0.050351           0.840833           0.659471
L4N16     0.851374     0.830646       0.010748       0.318747          0.996952          0.877369      4.778551e-03          0.038727           0.831879           0.475217
L5N16     0.848764     0.829725       0.004760       0.204668          0.999643          0.827672      9.127177e-05          0.061913           0.837362           0.543284
L1N8      0.847689     0.829879       0.004913       0.274067          0.994984          0.832533      9.042096e-02          0.064166           0.804277           0.500021
L2N8      0.852142     0.817749       0.003378       0.449716          0.976540          0.714873      2.080824e-01          0.000000           0.817346           0.353523
L3N8      0.853524     0.828497       0.006602       0.351604          0.985844          0.800848      0.000000e+00          0.000000           0.827893           0.452057
L4N8      0.846922     0.830953       0.012744       0.269922          0.966477          0.878410      0.000000e+00          0.000000           0.802391           0.512848
L5N8      0.850146     0.809151       0.065408       0.444189          0.819634          0.550354      0.000000e+00          0.001942           0.651471           0.303711
L1N4      0.846000     0.830493       0.038692       0.449869          0.865982          0.858347      0.000000e+00          0.000000           0.617320           0.394213
L2N4      0.852602     0.819131       0.010748       0.455243          0.996316          0.758019      1.944423e-02          0.000000           0.818704           0.355820
L3N4      0.851221     0.822355       0.031476       0.311070          0.987312          0.709831      8.740723e-03          0.000000           0.808864           0.414774
L4N4      0.851988     0.759251       0.056349       1.000000          0.784333          0.000000      0.000000e+00          0.000000           0.626489           0.000000
L5N4      0.848150     0.759251       0.059113       1.000000          0.792909          0.000000      0.000000e+00          0.000000           0.622076           0.000000
L1N2      0.845233     0.759251       0.058652       1.000000          0.992975          0.455726      4.374307e-02          0.000000           0.724363           0.178288
L2N2      0.848764     0.759251       0.002610       1.000000          0.991680          0.000000      4.810148e-02          0.000000           0.816815           0.000000
L3N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000           0.000000
L4N2      0.849839     0.759251       0.063719       1.000000          0.798012          0.000944      0.000000e+00          0.000000           0.630239           0.000002
L5N2      0.843851     0.759251       0.433594       1.000000          0.932491          0.000000      0.000000e+00          0.000000           0.402800           0.000000
