       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.849685     0.835560       0.005988       0.241210          0.998839          0.886502      8.797078e-03          0.031361           0.851435       5.205877e-01
L2N64     0.850453     0.836174       0.006449       0.235375          0.999865          0.896633      7.546544e-05          0.024567           0.865628       5.652752e-01
L3N64     0.847075     0.837249       0.006909       0.126977          0.999482          0.920409      8.159625e-04          0.049999           0.861999       6.455460e-01
L4N64     0.834178     0.835560       0.006756       0.078305          1.000000          0.940813      1.374148e-05          0.038945           0.848462       7.042385e-01
L5N64     0.844926     0.839552       0.006756       0.112544          1.000000          0.911718      8.246519e-08          0.041773           0.866037       6.722176e-01
L1N32     0.848610     0.837863       0.001382       0.115615          0.999142          0.954300      2.132830e-01          0.045336           0.852734       6.619402e-01
L2N32     0.847536     0.839245       0.006142       0.096423          0.996085          0.922782      4.409188e-03          0.062733           0.864331       6.709883e-01
L3N32     0.853063     0.832949       0.006295       0.277138          0.998754          0.845553      2.438521e-03          0.032892           0.851295       5.095829e-01
L4N32     0.847382     0.823277       0.006449       0.360049          0.999927          0.733312      4.255857e-03          0.003629           0.861364       4.176379e-01
L5N32     0.847229     0.830493       0.007523       0.250729          0.999480          0.857465      4.831476e-04          0.029202           0.857875       5.230874e-01
L1N16     0.846922     0.834945       0.002764       0.179487          0.997880          0.902847      2.591888e-01          0.042502           0.836080       5.770313e-01
L2N16     0.852142     0.832182       0.006449       0.329648          0.995732          0.793616      8.356400e-03          0.079507           0.840822       4.422975e-01
L3N16     0.849992     0.835406       0.007984       0.285122          0.996862          0.843395      2.222762e-03          0.028067           0.846857       4.841421e-01
L4N16     0.848764     0.828343       0.008138       0.283894          0.998793          0.803127      5.363649e-04          0.015724           0.845380       4.990350e-01
L5N16     0.850914     0.828650       0.007063       0.364809          0.997441          0.783374      2.820033e-03          0.000000           0.846842       4.241315e-01
L1N8      0.846461     0.834638       0.004453       0.296945          0.999548          0.878184      1.144353e-01          0.025997           0.816805       5.043338e-01
L2N8      0.849532     0.836788       0.005834       0.271304          0.997738          0.878561      1.592181e-02          0.027598           0.836310       5.133385e-01
L3N8      0.848610     0.828190       0.006756       0.202057          0.982796          0.828886      6.684236e-02          0.058858           0.812779       5.206286e-01
L4N8      0.848150     0.759251       0.005988       1.000000          0.982921          0.000008      7.063240e-02          0.000000           0.829902       9.654983e-09
L5N8      0.854752     0.759251       0.006449       1.000000          0.993475          0.000000      3.561671e-02          0.000000           0.823482       0.000000e+00
L1N4      0.845693     0.826961       0.017196       0.417166          0.997668          0.801407      1.205848e-01          0.045205           0.770711       4.069528e-01
L2N4      0.844926     0.759251       0.004299       1.000000          0.994048          0.384818      1.741811e-01          0.000000           0.819386       1.582165e-01
L3N4      0.852295     0.759251       0.006142       1.000000          0.987559          0.000000      2.794867e-02          0.000000           0.820897       0.000000e+00
L4N4      0.847996     0.759251       0.037464       1.000000          0.890987          0.007022      0.000000e+00          0.000000           0.725577       4.887011e-03
L5N4      0.847536     0.759251       0.036542       1.000000          0.896923          0.004983      0.000000e+00          0.000005           0.729882       2.842943e-03
L1N2      0.841241     0.759251       0.075388       1.000000          0.990420          0.458766      6.779045e-02          0.000000           0.710705       1.542843e-01
L2N2      0.849225     0.759251       0.011055       1.000000          0.993088          0.000000      9.733844e-02          0.000000           0.809289       0.000000e+00
L3N2      0.846307     0.759251       0.103178       1.000000          0.773391          0.000000      0.000000e+00          0.000000           0.579133       0.000000e+00
L4N2      0.849378     0.759251       0.079533       1.000000          0.779326          0.000000      0.000000e+00          0.000000           0.608099       0.000000e+00
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.010234      0.000000e+00          0.000000           0.000000       3.887063e-04
