       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.848150     0.836788       0.007830       0.324121          0.998784          0.864678      2.477182e-04          0.017355           0.847437           0.488218
L2N64     0.847075     0.835099       0.008752       0.302318          0.997815          0.828848      3.882473e-05          0.007640           0.850750           0.484290
L3N64     0.844158     0.835099       0.008445       0.248733          0.999509          0.900381      5.637246e-06          0.005531           0.853519           0.547949
L4N64     0.838323     0.836942       0.007370       0.267619          1.000000          0.882537      3.495346e-09          0.012290           0.868045           0.536019
L5N64     0.844311     0.829572       0.007370       0.383848          0.999981          0.761892      1.076929e-07          0.009338           0.855952           0.411384
L1N32     0.847996     0.834178       0.008905       0.328727          0.998586          0.849658      6.344529e-04          0.019274           0.827715           0.484879
L2N32     0.847229     0.834024       0.008905       0.300630          0.996609          0.830839      1.089717e-03          0.014870           0.848181           0.495824
L3N32     0.845079     0.835253       0.008138       0.271918          0.997554          0.863959      2.864835e-04          0.010801           0.848751           0.513306
L4N32     0.845847     0.826347       0.009827       0.436512          0.999398          0.716257      5.855802e-06          0.027209           0.852865           0.357647
L5N32     0.847536     0.831875       0.021035       0.376171          0.998439          0.864469      1.194344e-04          0.011015           0.807805           0.443642
L1N16     0.848610     0.834331       0.010748       0.315983          0.995139          0.843863      3.180653e-03          0.020115           0.791296           0.475067
L2N16     0.847843     0.830646       0.009827       0.371257          0.996323          0.884227      1.429599e-03          0.007129           0.829509           0.453637
L3N16     0.846614     0.829572       0.008445       0.562721          0.993603          0.692526      7.739405e-03          0.000000           0.832755           0.288469
L4N16     0.848610     0.827729       0.008905       0.393981          0.989760          0.681587      3.146641e-03          0.000113           0.826425           0.393310
L5N16     0.851988     0.822969       0.010594       0.488254          0.987141          0.651943      6.805532e-03          0.014471           0.809871           0.308865
L1N8      0.845386     0.821741       0.055274       0.543682          0.997667          0.737890      4.937702e-02          0.000000           0.740153           0.260620
L2N8      0.846154     0.823584       0.010901       0.436051          0.993703          0.666428      3.874261e-03          0.021394           0.817711           0.324811
L3N8      0.846154     0.824812       0.011976       0.492860          0.992976          0.727155      3.254372e-03          0.000000           0.812800           0.324539
L4N8      0.844772     0.822662       0.040995       0.528174          0.909094          0.630631      0.000000e+00          0.000000           0.730010           0.269294
L5N8      0.846461     0.818363       0.035160       0.517427          0.988308          0.802897      4.130244e-03          0.000000           0.805179           0.289211
L1N4      0.841241     0.810533       0.048518       0.755259          0.971588          0.471247      8.727103e-02          0.000000           0.719958           0.162055
L2N4      0.844158     0.824505       0.040074       0.570858          0.996147          0.713536      1.546707e-03          0.000000           0.776337           0.278926
L3N4      0.846461     0.759251       0.008291       1.000000          0.989474          0.392645      1.702809e-02          0.000006           0.815291           0.143870
L4N4      0.846614     0.815600       0.435590       0.511746          0.942232          0.618746      0.000000e+00          0.000000           0.414722           0.283872
L5N4      0.845540     0.759251       0.075081       1.000000          0.793865          0.000000      0.000000e+00          0.000000           0.618089           0.000000
L1N2      0.837863     0.759251       0.157070       1.000000          0.988000          0.000000      4.701346e-02          0.000000           0.637704           0.000000
L2N2      0.843544     0.759251       0.036235       1.000000          0.898321          0.382716      0.000000e+00          0.000000           0.715761           0.104298
L3N2      0.837709     0.759251       0.137571       1.000000          0.772024          0.388088      0.000000e+00          0.000000           0.558500           0.119663
L4N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000           0.000000
L5N2      0.845079     0.759251       0.093352       1.000000          0.764363          0.000000      0.000000e+00          0.000000           0.584662           0.000000
