       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.850760     0.835253       0.007523       0.321971          0.999294          0.811823      6.025329e-05          0.011327           0.830684           0.460353
L2N64     0.845540     0.834331       0.007370       0.272532          0.999431          0.843847      3.645171e-06          0.008263           0.848048           0.497244
L3N64     0.846461     0.836942       0.007063       0.280209          0.999908          0.820627      3.311242e-07          0.021946           0.863642           0.498418
L4N64     0.829111     0.834792       0.007830       0.181330          0.999989          0.888950      9.128633e-08          0.009968           0.859414           0.605077
L5N64     0.833564     0.836327       0.007063       0.313680          0.999994          0.851659      1.093615e-07          0.012376           0.833628           0.469681
L1N32     0.848303     0.833103       0.008138       0.358667          0.999416          0.839403      7.354916e-04          0.013412           0.817724           0.446964
L2N32     0.846461     0.835560       0.007523       0.252111          0.999389          0.801112      4.608039e-04          0.014989           0.833900           0.511724
L3N32     0.846461     0.834331       0.007216       0.247505          0.996353          0.892390      7.716650e-04          0.007262           0.835676           0.539789
L4N32     0.848303     0.828036       0.016429       0.353140          0.997639          0.847800      1.916754e-04          0.036046           0.809968           0.432650
L5N32     0.846461     0.826654       0.009827       0.374021          0.998752          0.741181      3.816755e-04          0.006948           0.825322           0.401055
L1N16     0.851835     0.831721       0.008445       0.411178          0.994968          0.758756      7.169509e-04          0.013090           0.814907           0.384934
L2N16     0.848918     0.830953       0.008445       0.183940          0.994149          0.855893      5.889220e-03          0.022815           0.827242           0.579928
L3N16     0.847536     0.829725       0.007523       0.492860          0.996519          0.673392      3.085207e-03          0.000000           0.829712           0.324827
L4N16     0.848764     0.830800       0.007984       0.322739          0.998778          0.764835      1.092749e-03          0.049005           0.829548           0.463064
L5N16     0.848764     0.830339       0.009980       0.485337          0.992884          0.667895      1.120746e-03          0.019752           0.828883           0.306825
L1N8      0.847689     0.832182       0.051896       0.403040          0.995323          0.779569      2.037692e-02          0.014940           0.747980           0.398145
L2N8      0.848764     0.831721       0.013051       0.422847          0.988929          0.753459      7.874601e-03          0.027416           0.804568           0.381633
L3N8      0.848610     0.826808       0.020574       0.453401          0.987208          0.604604      6.605029e-03          0.000000           0.774699           0.309056
L4N8      0.846461     0.824198       0.020574       0.416398          0.997432          0.619411      0.000000e+00          0.000000           0.803105           0.364704
L5N8      0.848610     0.827269       0.020574       0.575464          0.992301          0.685521      3.861437e-03          0.000000           0.794216           0.257230
L1N4      0.841701     0.759251       0.113926       1.000000          0.985181          0.000000      3.239834e-02          0.000000           0.663358           0.000000
L2N4      0.851681     0.759251       0.018885       1.000000          0.980775          0.378269      6.758451e-03          0.000000           0.777813           0.119410
L3N4      0.847536     0.831414       0.071242       0.470137          0.793842          0.778802      0.000000e+00          0.000000           0.613994           0.364741
L4N4      0.850453     0.759251       0.021956       1.000000          0.980479          0.000000      2.382815e-03          0.000000           0.781839           0.000000
L5N4      0.845847     0.759251       0.115922       1.000000          0.714112          0.000000      0.000000e+00          0.000000           0.521507           0.000000
L1N2      0.842776     0.759251       0.356825       1.000000          0.922510          0.000000      0.000000e+00          0.000000           0.460601           0.000000
L2N2      0.759251     0.828190       1.000000       0.594964          0.000000          0.505263      0.000000e+00          0.000000           0.000000           0.188953
L3N2      0.842315     0.826961       0.196530       0.702902          0.761054          0.595905      0.000000e+00          0.000000           0.518381           0.195702
L4N2      0.844311     0.818210       0.204975       0.688930          0.978949          0.498592      0.000000e+00          0.000000           0.640437           0.181110
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000           0.000000
