       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.845540     0.838630       0.008752       0.186396          0.999077          0.901359      2.205401e-04          0.017802           0.831425           0.565646
L2N64     0.841548     0.832796       0.008598       0.272685          0.999505          0.877483      5.196276e-05          0.014199           0.853970           0.535360
L3N64     0.844926     0.833717       0.008138       0.281284          0.998792          0.828630      7.304408e-05          0.023897           0.848390           0.488051
L4N64     0.842469     0.832335       0.008445       0.296637          0.999747          0.776577      1.262481e-07          0.013229           0.847748           0.464477
L5N64     0.838477     0.830953       0.008752       0.331491          0.999970          0.805007      9.976284e-07          0.005184           0.854587           0.452279
L1N32     0.844772     0.830646       0.008598       0.407953          0.999038          0.780273      6.927340e-04          0.009303           0.824273           0.401362
L2N32     0.832949     0.831875       0.007370       0.270382          0.995446          0.802591      1.072069e-03          0.015100           0.825258           0.492868
L3N32     0.845386     0.833257       0.009673       0.322586          0.998779          0.888033      5.572606e-04          0.005629           0.829985           0.494434
L4N32     0.839705     0.830032       0.009519       0.465223          0.999210          0.780367      3.260294e-05          0.008932           0.830275           0.343026
L5N32     0.840473     0.825887       0.011976       0.409335          0.997828          0.796701      1.591665e-04          0.009240           0.821662           0.373545
L1N16     0.842776     0.833103       0.010441       0.366958          0.995869          0.832555      3.204697e-03          0.015582           0.802466           0.430816
L2N16     0.840473     0.829111       0.011055       0.402272          0.986608          0.797565      4.479761e-03          0.000000           0.821519           0.409330
L3N16     0.839552     0.829111       0.008138       0.373100          0.998522          0.769905      1.259903e-03          0.010868           0.823909           0.420059
L4N16     0.842008     0.827729       0.012283       0.468908          0.998653          0.693281      3.494803e-05          0.010738           0.819720           0.335645
L5N16     0.842469     0.822969       0.009212       0.482880          0.998538          0.722333      6.988902e-04          0.000000           0.828397           0.311660
L1N8      0.842162     0.833103       0.024259       0.333180          0.979874          0.872410      3.423183e-02          0.020656           0.770020           0.486224
L2N8      0.844158     0.831261       0.009980       0.409182          0.987431          0.847018      1.867232e-02          0.004668           0.805021           0.437054
L3N8      0.838938     0.826654       0.074159       0.633656          0.813311          0.667533      0.000000e+00          0.000000           0.628484           0.248789
L4N8      0.843083     0.825273       0.022263       0.501459          0.991571          0.691721      6.931918e-03          0.000000           0.800866           0.276155
L5N8      0.841087     0.759251       0.009366       1.000000          0.995181          0.000000      6.500535e-03          0.000000           0.817859           0.000000
L1N4      0.841241     0.831107       0.100415       0.387533          0.995263          0.735856      1.814556e-02          0.000000           0.678989           0.392246
L2N4      0.842008     0.759251       0.391985       1.000000          0.942402          0.376594      0.000000e+00          0.000000           0.447521           0.092974
L3N4      0.842622     0.826347       0.054813       0.606479          0.785158          0.711538      0.000000e+00          0.000000           0.626457           0.224316
L4N4      0.841087     0.759251       0.373714       1.000000          0.941440          0.391271      0.000000e+00          0.000000           0.463637           0.141810
L5N4      0.843083     0.759251       0.024873       1.000000          0.900075          0.189915      0.000000e+00          0.000000           0.750339           0.039403
L1N2      0.834178     0.759251       0.341624       1.000000          0.751159          0.386068      0.000000e+00          0.000000           0.427915           0.117650
L2N2      0.838938     0.759251       0.370950       1.000000          0.927843          0.376207      0.000000e+00          0.000000           0.444048           0.104886
L3N2      0.844004     0.759251       0.174574       1.000000          0.971570          0.000000      0.000000e+00          0.000000           0.654717           0.000000
L4N2      0.844004     0.815139       0.038692       0.597881          0.983383          0.486365      3.532805e-02          0.000000           0.761761           0.194715
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000           0.000000
