       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.850453     0.841394       0.008905       0.353293          0.997952          0.827112      4.758109e-04          0.009698           0.836705           0.459572
L2N64     0.850146     0.840626       0.009673       0.237832          0.996671          0.885571      2.497990e-04          0.017074           0.846130           0.544450
L3N64     0.847382     0.844311       0.008752       0.188853          0.998674          0.924676      5.330769e-05          0.013883           0.852811           0.614640
L4N64     0.847843     0.844926       0.009673       0.217411          0.999976          0.883979      1.192093e-07          0.015226           0.871263           0.577621
L5N64     0.846922     0.840780       0.009519       0.357132          0.999999          0.739572      1.810221e-07          0.007424           0.848190           0.411983
L1N32     0.851988     0.842930       0.011976       0.259481          0.996432          0.853264      2.065227e-03          0.019005           0.819399           0.510149
L2N32     0.845233     0.840012       0.008291       0.257792          0.998145          0.851282      2.509120e-04          0.017417           0.824589           0.514394
L3N32     0.848610     0.841548       0.008138       0.307692          0.997748          0.825772      2.053747e-04          0.008577           0.820146           0.493555
L4N32     0.847229     0.839245       0.009980       0.416091          0.997490          0.812913      2.001015e-04          0.013450           0.826057           0.382634
L5N32     0.847843     0.844618       0.009673       0.309535          0.999598          0.855415      1.205980e-04          0.004223           0.835690           0.499357
L1N16     0.851374     0.838630       0.011515       0.440197          0.995111          0.821684      2.491661e-03          0.006374           0.798443           0.374367
L2N16     0.851374     0.836481       0.011515       0.391218          0.997707          0.732368      9.033796e-04          0.015785           0.819854           0.371916
L3N16     0.851988     0.837095       0.013204       0.373253          0.990737          0.797953      3.427804e-03          0.011705           0.819476           0.429013
L4N16     0.849378     0.840166       0.015661       0.426378          0.986192          0.783903      7.649764e-03          0.000000           0.787936           0.383939
L5N16     0.853370     0.759251       0.012590       1.000000          0.999303          0.024045      9.628126e-05          0.002050           0.816238           0.012903
L1N8      0.851681     0.834638       0.029326       0.564410          0.982324          0.671659      3.674364e-02          0.017642           0.744093           0.302955
L2N8      0.850146     0.831414       0.064793       0.660832          0.990369          0.623251      7.502143e-03          0.000000           0.770271           0.225744
L3N8      0.850146     0.838630       0.011515       0.373714          0.979340          0.795560      4.663646e-03          0.000000           0.791325           0.405596
L4N8      0.850760     0.759251       0.011669       1.000000          0.986952          0.372087      2.179092e-02          0.000000           0.792490           0.123577
L5N8      0.852295     0.831875       0.012130       0.449562          0.985493          0.640627      5.975079e-03          0.000000           0.823553           0.333154
L1N4      0.847229     0.759251       0.050514       1.000000          0.948875          0.373655      4.592443e-02          0.000000           0.690953           0.108709
L2N4      0.848918     0.759251       0.038845       1.000000          0.974240          0.352851      1.186937e-02          0.000000           0.760430           0.132015
L3N4      0.851835     0.759251       0.069093       1.000000          0.798031          0.350181      0.000000e+00          0.004803           0.631193           0.114916
L4N4      0.851221     0.759251       0.008445       1.000000          0.990726          0.346163      3.881856e-03          0.000000           0.821481           0.111819
L5N4      0.849532     0.759251       0.104714       1.000000          0.774174          0.000000      0.000000e+00          0.000000           0.580450           0.000000
L1N2      0.844926     0.759251       0.207431       1.000000          0.978427          0.392400      1.463050e-02          0.000000           0.575475           0.105946
L2N2      0.844618     0.759251       0.266237       1.000000          0.727971          0.000000      0.000000e+00          0.000000           0.459290           0.000000
L3N2      0.851067     0.759251       0.087671       1.000000          0.815948          0.000000      0.000000e+00          0.000000           0.629930           0.000000
L4N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.313063      0.000000e+00          0.000000           0.000000           0.039344
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000           0.000000
