       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.849532     0.837249       0.439736       0.692922          0.975801          0.491692      8.811719e-08      3.337264e-04           0.408592       1.726522e-01
L2N64     0.850607     0.840780       0.267465       0.598188          0.994872          0.588072      1.192093e-07      7.593036e-04           0.535941       2.311746e-01
L3N64     0.847689     0.831414       0.330109       0.711807          0.997226          0.470168      0.000000e+00      1.010001e-03           0.514431       1.617255e-01
L4N64     0.847996     0.825273       0.333180       0.779057          0.998680          0.410816      0.000000e+00      5.249381e-04           0.495503       1.397258e-01
L5N64     0.845386     0.832182       0.242899       0.731153          0.999521          0.430215      0.000000e+00      1.418531e-03           0.577289       1.610292e-01
L1N32     0.851374     0.840473       0.414248       0.661907          0.959136          0.517623      1.025107e-06      9.211898e-04           0.419240       1.840402e-01
L2N32     0.848150     0.830646       0.405804       0.768002          0.977441          0.392384      7.271767e-06      1.852334e-03           0.438507       1.343929e-01
L3N32     0.849071     0.837402       0.345463       0.719945          0.982763          0.475082      4.410744e-06      3.833175e-04           0.479879       1.453486e-01
L4N32     0.849071     0.832028       0.355136       0.650545          0.971004          0.574478      3.576279e-07      1.611471e-03           0.463889       1.960802e-01
L5N32     0.847229     0.817135       0.344542       0.810072          0.994394          0.332043      3.576279e-07      5.377531e-04           0.473705       1.169092e-01
L1N16     0.851835     0.832642       0.483648       0.699985          0.934058          0.418824      1.991394e-05      0.000000e+00           0.366019       1.522458e-01
L2N16     0.851067     0.837402       0.339936       0.680792          0.961240          0.506437      7.045269e-05      1.647711e-03           0.468073       1.696447e-01
L3N16     0.849071     0.826347       0.283740       0.848150          0.991021          0.459351      2.874457e-06      3.072679e-03           0.520763       8.828461e-02
L4N16     0.850453     0.829418       0.384615       0.789344          0.974933          0.456920      3.576279e-06      1.788139e-07           0.441620       1.231328e-01
L5N16     0.840780     0.834178       0.482266       0.687702          0.984413          0.426382      0.000000e+00      1.545131e-03           0.402843       1.574866e-01
L1N8      0.846154     0.828957       0.503915       0.783663          0.884700          0.374113      5.185008e-04      0.000000e+00           0.337325       1.090087e-01
L2N8      0.851988     0.831414       0.429295       0.788884          0.947647          0.365506      6.785167e-05      2.021790e-03           0.415674       1.195344e-01
L3N8      0.849225     0.832489       0.380009       0.683556          0.917673          0.516963      1.074076e-04      0.000000e+00           0.446696       1.865434e-01
L4N8      0.850453     0.825733       0.354061       0.848457          0.986827          0.323919      3.933907e-06      6.567538e-04           0.466057       8.902724e-02
L5N8      0.850146     0.821281       0.407493       0.733303          0.951905          0.336355      2.622604e-05      0.000000e+00           0.416539       1.135052e-01
L1N4      0.845233     0.736680       0.526639       0.922770          0.847199          0.413595      1.938939e-04      0.000000e+00           0.313920       4.698212e-02
L2N4      0.849378     0.826961       0.480424       0.801935          0.934193          0.333645      4.197359e-04      1.003683e-03           0.365308       1.172216e-01
L3N4      0.847382     0.829879       0.434209       0.750038          0.886069          0.384847      1.211762e-04      1.187146e-03           0.392500       1.337655e-01
L4N4      0.849071     0.822662       0.406418       0.787348          0.895723          0.346165      3.027916e-05      0.000000e+00           0.417282       1.017370e-01
L5N4      0.846461     0.759251       0.526178       1.000000          0.755597          0.001075      0.000000e+00      0.000000e+00           0.318139       4.038071e-07
L1N2      0.840166     0.759251       0.607247       1.000000          0.761746          0.281575      1.121342e-03      0.000000e+00           0.246524       4.541929e-02
L2N2      0.842008     0.823737       0.606786       0.823430          0.740374          0.430963      0.000000e+00      0.000000e+00           0.255705       8.646492e-02
L3N2      0.845847     0.759251       0.588208       1.000000          0.778519          0.000000      0.000000e+00      0.000000e+00           0.278020       0.000000e+00
L4N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00      0.000000e+00           0.000000       0.000000e+00
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.001481      0.000000e+00      0.000000e+00           0.000000       6.274609e-04
