       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.852295     0.831875       0.373253       0.760172          0.971388      4.008097e-01      6.888205e-08          0.000755           0.453658       1.324955e-01
L2N64     0.851067     0.834331       0.216797       0.662828          0.984257      4.803835e-01      4.044275e-07          0.001508           0.589665       1.804024e-01
L3N64     0.849378     0.836020       0.305082       0.653616          0.995746      5.018568e-01      1.062675e-08          0.001478           0.521891       1.864250e-01
L4N64     0.843851     0.831107       0.270843       0.650238          0.999173      5.533403e-01      0.000000e+00          0.000287           0.561125       1.992565e-01
L5N64     0.845386     0.834638       0.285736       0.643636          0.996069      5.119341e-01      0.000000e+00          0.000845           0.537051       1.906769e-01
L1N32     0.849378     0.834945       0.398741       0.637494          0.949460      4.977844e-01      4.682171e-06          0.000546           0.432277       2.059783e-01
L2N32     0.850146     0.836327       0.331798       0.597113          0.977712      5.092775e-01      1.164000e-05          0.000560           0.487145       2.190222e-01
L3N32     0.850146     0.827729       0.320436       0.731153          0.958552      3.952785e-01      1.868246e-06          0.002177           0.486937       1.443833e-01
L4N32     0.846768     0.832489       0.348841       0.743743          0.979442      4.709335e-01      1.192093e-06          0.001480           0.455344       1.423718e-01
L5N32     0.847382     0.828957       0.373714       0.670198          0.993692      5.191756e-01      1.444661e-08          0.001645           0.460763       1.778969e-01
L1N16     0.849071     0.830186       0.405650       0.737295          0.941981      4.249858e-01      2.932052e-05          0.000591           0.421142       1.409167e-01
L2N16     0.851835     0.823430       0.365884       0.684017          0.958082      4.015444e-01      9.524822e-05          0.001882           0.457073       1.590971e-01
L3N16     0.846768     0.830800       0.302472       0.712114          0.964341      5.125627e-01      1.907349e-05          0.000835           0.498136       1.710098e-01
L4N16     0.851988     0.822509       0.391678       0.775833          0.977463      4.535711e-01      1.190901e-04          0.000375           0.450324       1.214615e-01
L5N16     0.848150     0.830493       0.248580       0.744818          0.982395      3.821505e-01      3.361702e-05          0.002527           0.552199       1.411615e-01
L1N8      0.847843     0.828343       0.542607       0.696760          0.912299      3.836544e-01      8.056760e-04          0.000821           0.317312       1.460953e-01
L2N8      0.849685     0.831568       0.440811       0.833717          0.926132      2.251505e-01      1.897216e-04          0.000000           0.391779       1.037524e-01
L3N8      0.848303     0.778136       0.421618       0.921234          0.937525      3.047243e-01      0.000000e+00          0.000000           0.415890       4.792849e-02
L4N8      0.850607     0.794411       0.406571       0.711654          0.945194      5.017521e-01      1.682639e-04          0.000000           0.432583       1.487151e-01
L5N8      0.848764     0.759251       0.417780       1.000000          0.814931      1.783431e-03      0.000000e+00          0.000000           0.387299       1.659947e-04
L1N4      0.845540     0.817596       0.547981       0.818210          0.886982      2.793073e-01      4.624325e-04          0.000000           0.306608       8.303758e-02
L2N4      0.852449     0.826040       0.501612       0.825580          0.790480      4.643735e-01      0.000000e+00          0.003189           0.334789       1.110366e-01
L3N4      0.850760     0.759251       0.562721       1.000000          0.772061      8.665919e-04      0.000000e+00          0.000000           0.299945       1.607074e-06
L4N4      0.845847     0.793643       0.445877       0.788884          0.805189      4.206253e-01      0.000000e+00          0.000000           0.375168       9.199333e-02
L5N4      0.848457     0.825273       0.421465       0.798403          0.899280      5.036629e-01      0.000000e+00          0.000000           0.409878       9.447531e-02
L1N2      0.842930     0.815292       0.560725       0.922309          0.765229      2.812359e-01      8.063110e-04          0.000000           0.280183       5.407823e-02
L2N2      0.844772     0.759251       0.528942       1.000000          0.801844      1.377088e-02      0.000000e+00          0.000000           0.316560       2.833185e-03
L3N2      0.759251     0.759251       1.000000       1.000000          0.000000      0.000000e+00      0.000000e+00          0.000000           0.000000       0.000000e+00
L4N2      0.849225     0.759251       0.557040       1.000000          0.771199      7.152557e-07      0.000000e+00          0.000000           0.295696       2.507550e-09
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000      0.000000e+00      0.000000e+00          0.000000           0.000000       0.000000e+00
