       DNNAccuracy  BNNAccuracy  DNNBasicScore  BNNBasicScore  DNNMaxDifference  BNNMaxDifference  DNNMinDifference  BNNMinDifference  DNNMeanDifference  BNNMeanDifference
L1N64     0.859972     0.843237       0.396284       0.717335          0.947893          0.463366      2.045600e-07          0.000998           0.430937       1.617382e-01
L2N64     0.852756     0.848918       0.255335       0.597267          0.975754          0.617259      2.038189e-06          0.000590           0.536928       2.343782e-01
L3N64     0.854445     0.844772       0.346384       0.680946          0.983801          0.455497      0.000000e+00          0.000367           0.475520       1.709097e-01
L4N64     0.854445     0.841855       0.301858       0.679564          0.997389          0.557449      0.000000e+00          0.000249           0.499427       1.840277e-01
L5N64     0.856902     0.844772       0.350223       0.658529          0.995937          0.489896      0.000000e+00          0.000360           0.485085       1.895714e-01
L1N32     0.859205     0.839398       0.422847       0.748503          0.954255          0.429390      5.253146e-06          0.000190           0.414609       1.436411e-01
L2N32     0.858744     0.846614       0.352986       0.665285          0.954201          0.519825      1.192093e-06          0.000559           0.473426       1.977284e-01
L3N32     0.857362     0.839398       0.344081       0.719484          0.983735          0.425712      1.430511e-06          0.001800           0.462259       1.609480e-01
L4N32     0.852756     0.830032       0.397666       0.772762          0.936263          0.370651      0.000000e+00          0.000528           0.439096       1.256444e-01
L5N32     0.856902     0.837402       0.384308       0.717949          0.983569          0.463571      0.000000e+00          0.000166           0.450022       1.542000e-01
L1N16     0.855980     0.839245       0.486412       0.725012          0.946167          0.399385      9.921138e-06          0.000830           0.359708       1.586912e-01
L2N16     0.859972     0.841241       0.390296       0.680485          0.967880          0.428010      1.355698e-05          0.001653           0.434580       1.725888e-01
L3N16     0.857362     0.836634       0.308767       0.744050          0.938312          0.519941      2.372265e-05          0.001970           0.488661       1.499732e-01
L4N16     0.859512     0.828804       0.387686       0.797021          0.973459          0.272059      9.942055e-05          0.000058           0.446929       1.107130e-01
L5N16     0.857976     0.830953       0.350376       0.760786          0.968399          0.463767      1.573563e-05          0.000431           0.458134       1.393063e-01
L1N8      0.858437     0.838630       0.498541       0.713496          0.882413          0.362570      1.884613e-04          0.002692           0.344728       1.386812e-01
L2N8      0.861354     0.836481       0.418701       0.749578          0.928414          0.431917      3.826618e-05          0.000295           0.417161       1.223105e-01
L3N8      0.857209     0.814985       0.402272       0.832642          0.877461          0.251694      0.000000e+00          0.000000           0.425135       7.762141e-02
L4N8      0.855059     0.829879       0.415784       0.704898          0.922655          0.447145      3.778934e-05          0.000609           0.417152       1.445975e-01
L5N8      0.855213     0.759251       0.375250       1.000000          0.939485          0.000275      3.802776e-05          0.000000           0.433628       1.230164e-07
L1N4      0.850146     0.759251       0.594350       1.000000          0.741862          0.333273      1.317978e-03          0.000000           0.256218       5.075646e-02
L2N4      0.857976     0.839091       0.512513       0.702441          0.772282          0.467346      0.000000e+00          0.000486           0.319819       1.699576e-01
L3N4      0.861968     0.821127       0.383387       0.824351          0.899843          0.385173      3.169179e-04          0.000000           0.435347       9.642502e-02
L4N4      0.861201     0.824965       0.416552       0.756487          0.882023          0.373436      0.000000e+00          0.000000           0.419963       1.222447e-01
L5N4      0.853217     0.759251       0.563335       1.000000          0.767012          0.000000      0.000000e+00          0.000000           0.290976       0.000000e+00
L1N2      0.851528     0.782896       0.558268       0.885767          0.824927          0.371557      1.711607e-03          0.000000           0.292336       5.770073e-02
L2N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000       0.000000e+00
L3N2      0.855366     0.759251       0.472900       1.000000          0.773905          0.345288      0.000000e+00          0.000000           0.349108       5.691240e-02
L4N2      0.849685     0.759251       0.573008       1.000000          0.576018          0.000000      0.000000e+00          0.000000           0.217738       0.000000e+00
L5N2      0.759251     0.759251       1.000000       1.000000          0.000000          0.000000      0.000000e+00          0.000000           0.000000       0.000000e+00
